District,Grade,Year,Category,# Total Days,# Days Absent,# Days Present,% Attendance,# Contributing 20+ Total Days,# Chronically Absent,% Chronically Absent
26,1,2018-19,All Students,339468,14988,324480,95.6,1969,200,10.2
26,2,2013-14,All Students,315170,12172,302998,96.1,1808,116,6.4
26,2,2014-15,All Students,354794,12126,342668,96.6,2000,111,5.6
26,2,2015-16,All Students,336378,11237,325141,96.7,1944,113,5.8
26,2,2016-17,All Students,326743,11422,315321,96.5,1923,108,5.6
26,2,2017-18,All Students,332411,12862,319549,96.1,1919,147,7.7
26,2,2018-19,All Students,318132,12195,305937,96.2,1836,143,7.8
26,3,2013-14,All Students,309091,10686,298405,96.5,1764,86,4.9
26,3,2014-15,All Students,322675,9712,312963,97.0,1820,73,4.0
26,3,2015-16,All Students,350443,10844,339599,96.9,2021,93,4.6
26,3,2016-17,All Students,330253,11052,319201,96.7,1923,111,5.8
26,3,2017-18,All Students,332047,11842,320205,96.4,1923,119,6.2
26,3,2018-19,All Students,328880,11537,317343,96.5,1892,128,6.8
26,4,2013-14,All Students,332767,11091,321676,96.7,1895,96,5.1
26,4,2014-15,All Students,320067,8956,311111,97.2,1809,75,4.1
26,4,2015-16,All Students,324089,9021,315068,97.2,1870,82,4.4
26,4,2016-17,All Students,355323,11518,343805,96.8,2071,121,5.8
26,4,2017-18,All Students,333871,10947,322924,96.7,1920,121,6.3
26,4,2018-19,All Students,337279,10764,326515,96.8,1953,135,6.9
26,5,2013-14,All Students,313328,10520,302808,96.6,1779,84,4.7
26,5,2014-15,All Students,342128,9265,332863,97.3,1917,76,4.0
26,5,2015-16,All Students,318497,8672,309825,97.3,1825,67,3.7
26,5,2016-17,All Students,326597,9860,316737,97.0,1898,101,5.3
26,5,2017-18,All Students,362281,12447,349834,96.6,2086,146,7.0
26,5,2018-19,All Students,340114,10303,329811,97.0,1957,114,5.8
26,6,2013-14,All Students,346883,10940,335943,96.8,1976,95,4.8
26,6,2014-15,All Students,346093,8973,337120,97.4,1942,82,4.2
26,6,2015-16,All Students,359377,9237,350140,97.4,2069,92,4.4
26,6,2016-17,All Students,337032,9258,327774,97.3,1961,89,4.5
26,6,2017-18,All Students,351218,11180,340038,96.8,2021,145,7.2
26,6,2018-19,All Students,386686,12252,374434,96.8,2222,142,6.4
26,7,2013-14,All Students,337515,10379,327136,96.9,1916,95,5.0
26,7,2014-15,All Students,349249,8851,340398,97.5,1960,82,4.2
26,7,2015-16,All Students,339994,8655,331339,97.5,1955,94,4.8
26,7,2016-17,All Students,359565,10136,349429,97.2,2079,121,5.8
26,7,2017-18,All Students,344082,9823,334259,97.1,1974,117,5.9
26,7,2018-19,All Students,356213,11020,345193,96.9,2033,149,7.3
26,8,2013-14,All Students,354507,13526,340981,96.2,2013,142,7.1
26,8,2014-15,All Students,350421,12390,338031,96.5,1959,114,5.8
26,8,2015-16,All Students,351915,12644,339271,96.4,2014,141,7.0
26,8,2016-17,All Students,343904,12794,331110,96.3,1987,163,8.2
26,8,2017-18,All Students,370306,15439,354867,95.8,2120,210,9.9
26,8,2018-19,All Students,345159,11710,333449,96.6,1968,146,7.4
26,9,2013-14,All Students,656394,64619,591775,90.2,4140,1014,24.5
26,9,2014-15,All Students,692165,58935,633230,91.5,4272,923,21.6
26,9,2015-16,All Students,659009,57431,601578,91.3,4165,895,21.5
26,9,2016-17,All Students,658459,57606,600853,91.3,4136,904,21.9
26,9,2017-18,All Students,635692,55597,580095,91.3,3992,880,22.0
26,9,2018-19,All Students,661808,54983,606825,91.7,4119,913,22.2
26,10,2013-14,All Students,572627,52609,520018,90.8,3603,870,24.1
26,10,2014-15,All Students,586353,44160,542193,92.5,3628,747,20.6
26,10,2015-16,All Students,599430,46242,553188,92.3,3761,765,20.3
26,10,2016-17,All Students,574667,42441,532226,92.6,3594,674,18.8
26,10,2017-18,All Students,554724,41108,513616,92.6,3484,673,19.3
26,10,2018-19,All Students,548134,41839,506295,92.4,3404,686,20.2
26,11,2013-14,All Students,529685,49546,480139,90.6,3328,818,24.6
26,11,2014-15,All Students,549973,35995,513978,93.5,3363,653,19.4
26,11,2015-16,All Students,504793,37702,467091,92.5,3136,641,20.4
26,11,2016-17,All Students,572002,39327,532675,93.1,3551,695,19.6
26,11,2017-18,All Students,548452,42856,505596,92.2,3420,726,21.2
26,11,2018-19,All Students,524203,37645,486558,92.8,3215,633,19.7
26,12,2013-14,All Students,536160,55303,480857,89.7,3361,1083,32.2
26,12,2014-15,All Students,485330,44507,440823,90.8,3025,839,27.7
26,12,2015-16,All Students,509184,50068,459116,90.2,3250,1000,30.8
26,12,2016-17,All Students,466364,44202,422162,90.5,2945,844,28.7
26,12,2017-18,All Students,518482,50640,467842,90.2,3273,985,30.1
26,12,2018-19,All Students,514225,53750,460475,89.5,3232,1133,35.1
27,All Grades,2013-14,All Students,7756063,698142,7057921,91.0,46369,12907,27.8
27,All Grades,2014-15,All Students,7846183,650724,7195459,91.7,46161,11836,25.6
27,All Grades,2015-16,All Students,7691131,607141,7083990,92.1,46124,11572,25.1
27,All Grades,2016-17,All Students,7548070,611461,6936609,91.9,45859,11837,25.8
27,All Grades,2017-18,All Students,7521987,646579,6875408,91.4,45223,12869,28.5
27,All Grades,2018-19,All Students,7515272,636380,6878892,91.5,45078,12797,28.4
27,PK in K-12 Schools,2013-14,All Students,185297,19074,166223,89.7,1121,436,38.9
27,PK in K-12 Schools,2014-15,All Students,212676,21052,191624,90.1,1262,515,40.8
27,PK in K-12 Schools,2015-16,All Students,280261,26950,253311,90.4,1677,640,38.2
27,PK in K-12 Schools,2016-17,All Students,247635,23851,223784,90.4,1503,560,37.3
27,PK in K-12 Schools,2017-18,All Students,259947,27331,232616,89.5,1583,664,41.9
27,PK in K-12 Schools,2018-19,All Students,338143,36987,301156,89.1,2028,910,44.9
27,0K,2013-14,All Students,672225,58619,613606,91.3,3976,1265,31.8
27,0K,2014-15,All Students,645410,53534,591876,91.7,3758,1135,30.2
27,0K,2015-16,All Students,624898,51916,572982,91.7,3737,1157,31.0
27,0K,2016-17,All Students,609450,51508,557942,91.5,3686,1130,30.7
27,0K,2017-18,All Students,588627,53046,535581,91.0,3520,1220,34.7
27,0K,2018-19,All Students,571959,52208,519751,90.9,3441,1245,36.2
27,1,2013-14,All Students,693642,50353,643289,92.7,4083,938,23.0
27,1,2014-15,All Students,683122,46988,636134,93.1,3960,872,22.0
27,1,2015-16,All Students,647974,43504,604470,93.3,3843,900,23.4
27,1,2016-17,All Students,613069,45164,567905,92.6,3699,931,25.2
27,1,2017-18,All Students,603913,46705,557208,92.3,3596,975,27.1
27,1,2018-19,All Students,576553,44760,531793,92.2,3444,995,28.9
27,2,2013-14,All Students,650971,45402,605569,93.0,3808,842,22.1
27,2,2014-15,All Students,699522,42612,656910,93.9,4033,758,18.8
27,2,2015-16,All Students,665438,40631,624807,93.9,3928,789,20.1
27,2,2016-17,All Students,646782,42769,604013,93.4,3877,846,21.8
27,2,2017-18,All Students,605008,42808,562200,92.9,3590,884,24.6
27,2,2018-19,All Students,586540,40867,545673,93.0,3470,820,23.6
27,3,2013-14,All Students,634241,38804,595437,93.9,3689,652,17.7
27,3,2014-15,All Students,642904,38411,604493,94.0,3735,687,18.4
27,3,2015-16,All Students,669637,37708,631929,94.4,3924,672,17.1
27,3,2016-17,All Students,642753,38019,604734,94.1,3814,680,17.8
27,3,2017-18,All Students,637411,41842,595569,93.4,3754,805,21.4
27,3,2018-19,All Students,588187,37654,550533,93.6,3462,730,21.1
27,4,2013-14,All Students,627465,38081,589384,93.9,3636,672,18.5
27,4,2014-15,All Students,636429,33682,602747,94.7,3638,525,14.4
27,4,2015-16,All Students,637678,35140,602538,94.5,3736,620,16.6
27,4,2016-17,All Students,657869,38269,619600,94.2,3903,720,18.4
27,4,2017-18,All Students,627545,38824,588721,93.8,3679,708,19.2
27,4,2018-19,All Students,628702,38750,589952,93.8,3684,760,20.6
27,5,2013-14,All Students,642725,38507,604218,94.0,3711,616,16.6
27,5,2014-15,All Students,635195,35666,599529,94.4,3616,588,16.3
27,5,2015-16,All Students,627546,32252,595294,94.9,3662,556,15.2
27,5,2016-17,All Students,630501,36553,593948,94.2,3723,674,18.1
27,5,2017-18,All Students,658160,41000,617160,93.8,3828,773,20.2
27,5,2018-19,All Students,627539,37562,589977,94.0,3666,691,18.8
27,6,2013-14,All Students,643987,38392,605595,94.0,3729,676,18.1
27,6,2014-15,All Students,662846,36585,626261,94.5,3765,600,15.9
27,6,2015-16,All Students,639502,34289,605213,94.6,3726,578,15.5
27,6,2016-17,All Students,633556,36391,597165,94.3,3740,685,18.3
27,6,2017-18,All Students,632244,40313,591931,93.6,3695,781,21.1
27,6,2018-19,All Students,660277,40502,619775,93.9,3830,771,20.1
27,7,2013-14,All Students,663405,41730,621675,93.7,3826,710,18.6
27,7,2014-15,All Students,653709,40351,613358,93.8,3723,702,18.9
27,7,2015-16,All Students,651422,37603,613819,94.2,3782,641,16.9
27,7,2016-17,All Students,640550,40598,599952,93.7,3770,755,20.0
27,7,2017-18,All Students,640045,42729,597316,93.3,3714,794,21.4
27,7,2018-19,All Students,636007,41652,594355,93.5,3712,829,22.3
27,8,2013-14,All Students,655059,54278,600781,91.7,3777,1033,27.3
27,8,2014-15,All Students,672165,53153,619012,92.1,3823,961,25.1
27,8,2015-16,All Students,641585,46457,595128,92.8,3712,868,23.4
27,8,2016-17,All Students,650595,48787,601808,92.5,3844,913,23.8
27,8,2017-18,All Students,645691,51394,594297,92.0,3740,1017,27.2
27,8,2018-19,All Students,638334,47784,590550,92.5,3713,949,25.6
27,9,2013-14,All Students,508713,93560,415153,81.6,3373,1587,47.1
27,9,2014-15,All Students,520645,86598,434047,83.4,3356,1437,42.8
27,9,2015-16,All Students,482760,74801,407959,84.5,3154,1289,40.9
27,9,2016-17,All Students,474991,69782,405209,85.3,3160,1184,37.5
27,9,2017-18,All Students,502306,79276,423030,84.2,3308,1335,40.4
27,9,2018-19,All Students,502298,74563,427735,85.2,3298,1243,37.7
27,10,2013-14,All Students,436763,68666,368097,84.3,2843,1224,43.1
27,10,2014-15,All Students,421978,58551,363427,86.1,2694,1013,37.6
27,10,2015-16,All Students,437916,57057,380859,87.0,2821,1051,37.3
27,10,2016-17,All Students,405621,49689,355932,87.7,2652,949,35.8
27,10,2017-18,All Students,423687,51790,371897,87.8,2748,1000,36.4
27,10,2018-19,All Students,442107,52011,390096,88.2,2816,973,34.6
27,11,2013-14,All Students,376978,52385,324593,86.1,2426,995,41.0
27,11,2014-15,All Students,381565,44155,337410,88.4,2375,836,35.2
27,11,2015-16,All Students,329045,36545,292500,88.9,2110,748,35.5
27,11,2016-17,All Students,358652,40436,318216,88.7,2313,793,34.3
27,11,2017-18,All Students,337802,38110,299692,88.7,2173,792,36.4
27,11,2018-19,All Students,366874,39245,327629,89.3,2313,760,32.9
27,12,2013-14,All Students,364592,60291,304301,83.5,2371,1261,53.2
27,12,2014-15,All Students,378017,59386,318631,84.3,2423,1207,49.8
27,12,2015-16,All Students,355469,52288,303181,85.3,2312,1063,46.0
27,12,2016-17,All Students,336046,49645,286401,85.2,2175,1017,46.8
27,12,2017-18,All Students,359601,51411,308190,85.7,2295,1121,48.8
27,12,2018-19,All Students,351752,51835,299917,85.3,2201,1121,50.9
28,All Grades,2013-14,All Students,6742174,526945,6215229,92.2,40453,9445,23.3
28,All Grades,2014-15,All Students,6938319,497683,6440636,92.8,40851,8638,21.1
28,All Grades,2015-16,All Students,6913708,508793,6404915,92.6,41603,8912,21.4
28,All Grades,2016-17,All Students,6883610,521139,6362471,92.4,41893,9309,22.2
28,All Grades,2017-18,All Students,6938702,545897,6392805,92.1,41813,9936,23.8
28,All Grades,2018-19,All Students,6901708,548811,6352897,92.0,41436,9986,24.1
28,PK in K-12 Schools,2013-14,All Students,104771,12303,92468,88.3,646,331,51.2
28,PK in K-12 Schools,2014-15,All Students,138280,14840,123440,89.3,849,373,43.9
28,PK in K-12 Schools,2015-16,All Students,151417,14656,136761,90.3,921,336,36.5
28,PK in K-12 Schools,2016-17,All Students,150750,14724,136026,90.2,929,373,40.2
28,PK in K-12 Schools,2017-18,All Students,158457,16153,142304,89.8,966,407,42.1
28,PK in K-12 Schools,2018-19,All Students,161472,17118,144354,89.4,990,420,42.4
28,0K,2013-14,All Students,512981,42084,470897,91.8,3038,873,28.7
28,0K,2014-15,All Students,512920,40028,472892,92.2,2978,837,28.1
28,0K,2015-16,All Students,520850,39584,481266,92.4,3099,864,27.9
28,0K,2016-17,All Students,497961,39052,458909,92.2,3012,835,27.7
28,0K,2017-18,All Students,488615,39979,448636,91.8,2928,913,31.2
28,0K,2018-19,All Students,488423,39329,449094,91.9,2919,866,29.7
28,1,2013-14,All Students,527317,34813,492504,93.4,3099,603,19.5
28,1,2014-15,All Students,535382,34654,500728,93.5,3101,634,20.4
28,1,2015-16,All Students,514300,31646,482654,93.8,3034,587,19.3
28,1,2016-17,All Students,514702,33205,481497,93.5,3085,639,20.7
28,1,2017-18,All Students,505431,34824,470607,93.1,2986,688,23.0
28,1,2018-19,All Students,483823,34153,449670,92.9,2876,689,24.0
28,2,2013-14,All Students,505777,30270,475507,94.0,2950,503,17.1
28,2,2014-15,All Students,519755,29419,490336,94.3,2978,487,16.4
28,2,2015-16,All Students,515813,29931,485882,94.2,3051,567,18.6
28,2,2016-17,All Students,497675,29346,468329,94.1,2957,529,17.9
28,2,2017-18,All Students,501902,31638,470264,93.7,2943,601,20.4
28,2,2018-19,All Students,481725,29316,452409,93.9,2862,542,18.9
28,3,2013-14,All Students,488781,29032,459749,94.1,2842,449,15.8
28,3,2014-15,All Students,506589,26268,480321,94.8,2895,398,13.7
28,3,2015-16,All Students,506271,25809,480462,94.9,2973,424,14.3
28,3,2016-17,All Students,506760,28489,478271,94.4,3006,508,16.9
28,3,2017-18,All Students,493854,28418,465436,94.2,2906,529,18.2
28,3,2018-19,All Students,492565,28532,464033,94.2,2889,517,17.9
28,4,2013-14,All Students,461457,24606,436851,94.7,2672,378,14.1
28,4,2014-15,All Students,489664,26584,463080,94.6,2787,426,15.3
28,4,2015-16,All Students,480971,23908,457063,95.0,2826,396,14.0
28,4,2016-17,All Students,496206,25821,470385,94.8,2930,448,15.3
28,4,2017-18,All Students,506275,30063,476212,94.1,2971,557,18.7
28,4,2018-19,All Students,482025,27128,454897,94.4,2825,488,17.3
28,5,2013-14,All Students,468709,25299,443410,94.6,2712,384,14.2
28,5,2014-15,All Students,455994,22823,433171,95.0,2588,360,13.9
28,5,2015-16,All Students,470100,24031,446069,94.9,2734,404,14.8
28,5,2016-17,All Students,469047,24816,444231,94.7,2757,391,14.2
28,5,2017-18,All Students,490063,27346,462717,94.4,2857,493,17.3
28,5,2018-19,All Students,495908,28757,467151,94.2,2884,528,18.3
28,6,2013-14,All Students,430107,24849,405258,94.2,2492,414,16.6
28,6,2014-15,All Students,441082,23119,417963,94.8,2518,350,13.9
28,6,2015-16,All Students,436024,22596,413428,94.8,2548,396,15.5
28,6,2016-17,All Students,449252,25129,424123,94.4,2651,458,17.3
28,6,2017-18,All Students,461721,25772,435949,94.4,2687,445,16.6
28,6,2018-19,All Students,466888,26588,440300,94.3,2735,473,17.3
28,7,2013-14,All Students,419812,26685,393127,93.6,2439,486,19.9
28,7,2014-15,All Students,433988,25425,408563,94.1,2462,424,17.2
28,7,2015-16,All Students,433734,24002,409732,94.5,2517,411,16.3
28,7,2016-17,All Students,432403,23870,408533,94.5,2542,444,17.5
28,7,2017-18,All Students,451526,27841,423685,93.8,2630,532,20.2
28,7,2018-19,All Students,448125,26696,421429,94.0,2595,470,18.1
28,8,2013-14,All Students,439747,34792,404955,92.1,2534,662,26.1
28,8,2014-15,All Students,433542,31807,401735,92.7,2472,550,22.2
28,8,2015-16,All Students,428765,29533,399232,93.1,2483,530,21.3
28,8,2016-17,All Students,436914,30011,406903,93.1,2569,539,21.0
28,8,2017-18,All Students,443050,30519,412531,93.1,2581,581,22.5
28,8,2018-19,All Students,447427,32851,414576,92.7,2593,631,24.3
28,9,2013-14,All Students,644111,60046,584065,90.7,4102,1044,25.5
28,9,2014-15,All Students,685260,55611,629649,91.9,4225,924,21.9
28,9,2015-16,All Students,654847,60225,594622,90.8,4143,920,22.2
28,9,2016-17,All Students,652303,64048,588255,90.2,4207,1052,25.0
28,9,2017-18,All Students,644711,65110,579601,89.9,4103,1015,24.7
28,9,2018-19,All Students,663139,63569,599570,90.4,4166,1023,24.6
28,10,2013-14,All Students,636904,62877,574027,90.1,4033,1073,26.6
28,10,2014-15,All Students,633980,57684,576296,90.9,3928,947,24.1
28,10,2015-16,All Students,670984,64520,606464,90.4,4212,1041,24.7
28,10,2016-17,All Students,640188,59906,580282,90.6,4086,992,24.3
28,10,2017-18,All Students,626128,64476,561652,89.7,3956,1043,26.4
28,10,2018-19,All Students,637235,66781,570454,89.5,3992,1082,27.1
28,11,2013-14,All Students,548124,47522,500602,91.3,3426,833,24.3
28,11,2014-15,All Students,585494,45388,540106,92.2,3578,762,21.3
28,11,2015-16,All Students,564088,50302,513786,91.1,3526,837,23.7
28,11,2016-17,All Students,589879,49873,540006,91.5,3712,810,21.8
28,11,2017-18,All Students,580206,50196,530010,91.3,3644,830,22.8
28,11,2018-19,All Students,568196,53454,514742,90.6,3507,866,24.7
28,12,2013-14,All Students,553576,71767,481809,87.0,3468,1412,40.7
28,12,2014-15,All Students,566389,64033,502356,88.7,3492,1166,33.4
28,12,2015-16,All Students,565544,68050,497494,88.0,3536,1199,33.9
28,12,2016-17,All Students,549570,72849,476721,86.7,3450,1291,37.4
28,12,2017-18,All Students,586763,73562,513201,87.5,3655,1302,35.6
28,12,2018-19,All Students,584757,74539,510218,87.3,3603,1391,38.6
29,All Grades,2013-14,All Students,4706808,367371,4339437,92.2,27943,6659,23.8
29,All Grades,2014-15,All Students,4760252,344573,4415679,92.8,27979,6216,22.2
29,All Grades,2015-16,All Students,4658783,330066,4328717,92.9,27959,6070,21.7
29,All Grades,2016-17,All Students,4587877,354623,4233254,92.3,27973,6813,24.4
29,All Grades,2017-18,All Students,4558657,379542,4179115,91.7,27561,7468,27.1
29,All Grades,2018-19,All Students,4458934,372133,4086801,91.7,26758,7256,27.1
29,PK in K-12 Schools,2013-14,All Students,97572,10707,86865,89.0,605,278,46.0
29,PK in K-12 Schools,2014-15,All Students,141070,15559,125511,89.0,858,362,42.2
29,PK in K-12 Schools,2015-16,All Students,137894,14102,123792,89.8,855,340,39.8
29,PK in K-12 Schools,2016-17,All Students,129907,13217,116690,89.8,812,339,41.7
29,PK in K-12 Schools,2017-18,All Students,131424,15036,116388,88.6,815,373,45.8
29,PK in K-12 Schools,2018-19,All Students,127841,14124,113717,89.0,804,360,44.8
29,0K,2013-14,All Students,425662,37494,388168,91.2,2554,834,32.7
29,0K,2014-15,All Students,406770,34354,372416,91.6,2421,730,30.2
29,0K,2015-16,All Students,423892,35689,388203,91.6,2547,771,30.3
29,0K,2016-17,All Students,397509,33424,364085,91.6,2428,782,32.2
29,0K,2017-18,All Students,391525,36157,355368,90.8,2386,842,35.3
29,0K,2018-19,All Students,378083,35538,342545,90.6,2275,823,36.2
29,1,2013-14,All Students,484267,36361,447906,92.5,2883,739,25.6
29,1,2014-15,All Students,449202,31295,417907,93.0,2655,614,23.1
29,1,2015-16,All Students,411765,27478,384287,93.3,2474,556,22.5
29,1,2016-17,All Students,421930,31582,390348,92.5,2572,697,27.1
29,1,2017-18,All Students,405022,31624,373398,92.2,2432,672,27.6
29,1,2018-19,All Students,397486,32116,365370,91.9,2380,669,28.1
29,2,2013-14,All Students,461522,30165,431357,93.5,2712,525,19.4
29,2,2014-15,All Students,480063,29359,450704,93.9,2792,509,18.2
29,2,2015-16,All Students,432109,25566,406543,94.1,2554,462,18.1
29,2,2016-17,All Students,392431,25716,366715,93.4,2380,509,21.4
29,2,2017-18,All Students,421016,30878,390138,92.7,2515,634,25.2
29,2,2018-19,All Students,395709,27203,368506,93.1,2378,574,24.1
29,3,2013-14,All Students,438303,27130,411173,93.8,2567,450,17.5
29,3,2014-15,All Students,459161,25585,433576,94.4,2670,444,16.6
29,3,2015-16,All Students,464892,24600,440292,94.7,2733,425,15.6
29,3,2016-17,All Students,419355,24606,394749,94.1,2516,456,18.1
29,3,2017-18,All Students,398834,26481,372353,93.4,2375,516,21.7
29,3,2018-19,All Students,410545,27784,382761,93.2,2433,532,21.9
29,4,2013-14,All Students,441279,26201,415078,94.1,2585,428,16.6
29,4,2014-15,All Students,439077,24938,414139,94.3,2541,441,17.4
29,4,2015-16,All Students,450398,23237,427161,94.8,2647,388,14.7
29,4,2016-17,All Students,466426,26407,440019,94.3,2785,490,17.6
29,4,2017-18,All Students,424114,27667,396447,93.5,2518,521,20.7
29,4,2018-19,All Students,407315,26065,381250,93.6,2413,489,20.3
29,5,2013-14,All Students,437046,25481,411565,94.2,2521,381,15.1
29,5,2014-15,All Students,433608,23455,410153,94.6,2487,366,14.7
29,5,2015-16,All Students,422833,22517,400316,94.7,2462,376,15.3
29,5,2016-17,All Students,443614,25222,418392,94.3,2636,445,16.9
29,5,2017-18,All Students,465231,29454,435777,93.7,2727,535,19.6
29,5,2018-19,All Students,425056,27776,397280,93.5,2471,508,20.6
29,6,2013-14,All Students,396600,23703,372897,94.0,2302,381,16.6
29,6,2014-15,All Students,399717,23031,376686,94.2,2301,414,18.0
29,6,2015-16,All Students,402039,21265,380774,94.7,2371,356,15.0
29,6,2016-17,All Students,392757,24191,368566,93.8,2331,417,17.9
29,6,2017-18,All Students,407119,26226,380893,93.6,2401,438,18.2
29,6,2018-19,All Students,415579,25510,390069,93.9,2440,451,18.5
29,7,2013-14,All Students,426432,28428,398004,93.3,2479,493,19.9
29,7,2014-15,All Students,405190,25278,379912,93.8,2320,422,18.2
29,7,2015-16,All Students,400539,21728,378811,94.6,2354,403,17.1
29,7,2016-17,All Students,398896,23880,375016,94.0,2382,428,18.0
29,7,2017-18,All Students,393486,26723,366763,93.2,2320,517,22.3
29,7,2018-19,All Students,405805,26107,379698,93.6,2368,458,19.3
29,8,2013-14,All Students,442382,34313,408069,92.2,2537,595,23.5
29,8,2014-15,All Students,434906,31233,403673,92.8,2463,512,20.8
29,8,2015-16,All Students,399352,25750,373602,93.6,2340,449,19.2
29,8,2016-17,All Students,406296,29055,377241,92.8,2425,544,22.4
29,8,2017-18,All Students,402717,30136,372581,92.5,2359,558,23.7
29,8,2018-19,All Students,397578,30767,366811,92.3,2314,566,24.5
29,9,2013-14,All Students,188727,24496,164231,87.0,1241,439,35.4
29,9,2014-15,All Students,222123,23348,198775,89.5,1421,420,29.6
29,9,2015-16,All Students,198474,24501,173973,87.7,1327,441,33.2
29,9,2016-17,All Students,179985,21154,158831,88.2,1220,394,32.3
29,9,2017-18,All Students,174039,20682,153357,88.1,1190,391,32.9
29,9,2018-19,All Students,183268,24354,158914,86.7,1217,427,35.1
29,10,2013-14,All Students,176490,22377,154113,87.3,1135,417,36.7
29,10,2014-15,All Students,175242,19193,156049,89.0,1099,343,31.2
29,10,2015-16,All Students,199779,22600,177179,88.7,1308,407,31.1
29,10,2016-17,All Students,194426,25926,168500,86.7,1275,458,35.9
29,10,2017-18,All Students,186910,25187,161723,86.5,1239,469,37.9
29,10,2018-19,All Students,177401,24127,153274,86.4,1145,425,37.1
29,11,2013-14,All Students,153710,17268,136442,88.8,964,297,30.8
29,11,2014-15,All Students,161962,17022,144940,89.5,1010,304,30.1
29,11,2015-16,All Students,159352,17352,142000,89.1,1007,299,29.7
29,11,2016-17,All Students,184132,20269,163863,89.0,1185,368,31.1
29,11,2017-18,All Students,170440,21066,149374,87.6,1104,408,37.0
29,11,2018-19,All Students,163800,20435,143365,87.5,1033,386,37.4
29,12,2013-14,All Students,136816,23247,113569,83.0,858,402,46.9
29,12,2014-15,All Students,152161,20923,131238,86.2,941,335,35.6
29,12,2015-16,All Students,155465,23681,131784,84.8,980,397,40.5
29,12,2016-17,All Students,160213,29974,130239,81.3,1026,486,47.4
29,12,2017-18,All Students,186780,32225,154555,82.7,1180,594,50.3
29,12,2018-19,All Students,173468,30227,143241,82.6,1087,588,54.1
30,All Grades,2013-14,All Students,6968792,496007,6472785,92.9,41234,8020,19.4
30,All Grades,2014-15,All Students,7052460,456873,6595587,93.5,41120,7279,17.7
30,All Grades,2015-16,All Students,6824259,424149,6400110,93.8,40566,6906,17.0
30,All Grades,2016-17,All Students,6770524,433473,6337051,93.6,40722,7332,18.0
30,All Grades,2017-18,All Students,6780704,451337,6329367,93.3,40343,7629,18.9
30,All Grades,2018-19,All Students,6727982,447554,6280428,93.3,39932,7743,19.4
30,PK in K-12 Schools,2013-14,All Students,206859,20262,186597,90.2,1269,489,38.5
30,PK in K-12 Schools,2014-15,All Students,232938,23708,209230,89.8,1419,595,41.9
30,PK in K-12 Schools,2015-16,All Students,191595,17302,174293,91.0,1156,392,33.9
30,PK in K-12 Schools,2016-17,All Students,195426,18573,176853,90.5,1193,452,37.9
30,PK in K-12 Schools,2017-18,All Students,201118,18278,182840,90.9,1210,404,33.4
30,PK in K-12 Schools,2018-19,All Students,200723,19639,181084,90.2,1216,444,36.5
30,0K,2013-14,All Students,559765,40576,519189,92.8,3275,789,24.1
30,0K,2014-15,All Students,586613,39530,547083,93.3,3390,735,21.7
30,0K,2015-16,All Students,563399,39248,524151,93.0,3325,776,23.3
30,0K,2016-17,All Students,531620,37807,493813,92.9,3181,767,24.1
30,0K,2017-18,All Students,518608,36337,482271,93.0,3066,705,23.0
30,0K,2018-19,All Students,514355,36995,477360,92.8,3051,757,24.8
30,1,2013-14,All Students,609073,34929,574144,94.3,3532,558,15.8
30,1,2014-15,All Students,584717,33787,550930,94.2,3336,523,15.7
30,1,2015-16,All Students,573926,31650,542276,94.5,3351,530,15.8
30,1,2016-17,All Students,552524,33158,519366,94.0,3280,581,17.7
30,1,2017-18,All Students,528679,31778,496901,94.0,3103,557,18.0
30,1,2018-19,All Students,509767,31224,478543,93.9,2999,567,18.9
30,2,2013-14,All Students,575160,31519,543641,94.5,3330,496,14.9
30,2,2014-15,All Students,605498,29087,576411,95.2,3457,407,11.8
30,2,2015-16,All Students,550162,27285,522877,95.0,3198,418,13.1
30,2,2016-17,All Students,544280,29123,515157,94.6,3211,466,14.5
30,2,2017-18,All Students,542122,30133,511989,94.4,3157,478,15.1
30,2,2018-19,All Students,512168,27999,484169,94.5,2986,465,15.6
30,3,2013-14,All Students,551950,27080,524870,95.1,3194,404,12.6
30,3,2014-15,All Students,568202,25633,542569,95.5,3234,364,11.3
30,3,2015-16,All Students,576196,25235,550961,95.6,3337,365,10.9
30,3,2016-17,All Students,531698,26645,505053,95.0,3120,423,13.6
30,3,2017-18,All Students,529821,26685,503136,95.0,3096,413,13.3
30,3,2018-19,All Students,523589,26681,496908,94.9,3057,417,13.6
30,4,2013-14,All Students,520890,25538,495352,95.1,3011,367,12.2
30,4,2014-15,All Students,555773,23777,531996,95.7,3147,315,10.0
30,4,2015-16,All Students,538983,23123,515860,95.7,3129,323,10.3
30,4,2016-17,All Students,556082,25408,530674,95.4,3276,379,11.6
30,4,2017-18,All Students,526925,25753,501172,95.1,3060,409,13.4
30,4,2018-19,All Students,522073,24916,497157,95.2,3037,359,11.8
30,5,2013-14,All Students,562390,26988,535402,95.2,3223,378,11.7
30,5,2014-15,All Students,527564,22360,505204,95.8,2983,274,9.2
30,5,2015-16,All Students,544458,22291,522167,95.9,3137,322,10.3
30,5,2016-17,All Students,533776,23719,510057,95.6,3119,347,11.1
30,5,2017-18,All Students,557583,25743,531840,95.4,3207,377,11.8
30,5,2018-19,All Students,527967,24833,503134,95.3,3052,412,13.5
30,6,2013-14,All Students,610314,28219,582095,95.4,3503,380,10.8
