District,Grade,Year,Category,# Total Days,# Days Absent,# Days Present,% Attendance,# Contributing 20+ Total Days,# Chronically Absent,% Chronically Absent
21,9,2013-14,All Students,539642,74274,465368,86.2,3468,1135,32.7
21,9,2014-15,All Students,586973,78800,508173,86.6,3680,1122,30.5
21,9,2015-16,All Students,556378,76615,479763,86.2,3582,1139,31.8
21,9,2016-17,All Students,528651,72681,455970,86.3,3433,1087,31.7
21,9,2017-18,All Students,526492,72484,454008,86.2,3388,1109,32.7
21,9,2018-19,All Students,527012,66683,460329,87.3,3377,1070,31.7
21,10,2013-14,All Students,507598,68912,438686,86.4,3235,1116,34.5
21,10,2014-15,All Students,527035,73908,453127,86.0,3309,1140,34.5
21,10,2015-16,All Students,542910,69743,473167,87.2,3473,1058,30.5
21,10,2016-17,All Students,523765,66374,457391,87.3,3398,1070,31.5
21,10,2017-18,All Students,508758,59891,448867,88.2,3254,1049,32.2
21,10,2018-19,All Students,489982,57493,432489,88.3,3131,1023,32.7
21,11,2013-14,All Students,415427,39179,376248,90.6,2595,669,25.8
21,11,2014-15,All Students,396663,39922,356741,89.9,2460,646,26.3
21,11,2015-16,All Students,392098,40062,352036,89.8,2465,666,27.0
21,11,2016-17,All Students,436306,41641,394665,90.5,2764,709,25.7
21,11,2017-18,All Students,398079,36582,361497,90.8,2502,617,24.7
21,11,2018-19,All Students,409695,38773,370922,90.5,2548,699,27.4
21,12,2013-14,All Students,444157,57381,386776,87.1,2806,1037,37.0
21,12,2014-15,All Students,434633,61930,372703,85.8,2712,1024,37.8
21,12,2015-16,All Students,392462,55477,336985,85.9,2506,935,37.3
21,12,2016-17,All Students,384404,51316,333088,86.7,2450,895,36.5
21,12,2017-18,All Students,426944,54467,372477,87.2,2685,988,36.8
21,12,2018-19,All Students,410921,52331,358590,87.3,2570,960,37.4
22,All Grades,2013-14,All Students,6081543,425614,5655929,93.0,36034,6985,19.4
22,All Grades,2014-15,All Students,6061079,379310,5681769,93.7,35375,6165,17.4
22,All Grades,2015-16,All Students,5915680,368761,5546919,93.8,35187,6072,17.3
22,All Grades,2016-17,All Students,5813781,369828,5443953,93.6,34862,6273,18.0
22,All Grades,2017-18,All Students,5879128,389954,5489174,93.4,34990,6807,19.5
22,All Grades,2018-19,All Students,5851691,391724,5459967,93.3,34723,7084,20.4
22,PK in K-12 Schools,2013-14,All Students,179643,18619,161024,89.6,1105,442,40.0
22,PK in K-12 Schools,2014-15,All Students,204872,20018,184854,90.2,1234,465,37.7
22,PK in K-12 Schools,2015-16,All Students,189471,16827,172644,91.1,1137,383,33.7
22,PK in K-12 Schools,2016-17,All Students,173884,15066,158818,91.3,1040,341,32.8
22,PK in K-12 Schools,2017-18,All Students,176784,17231,159553,90.3,1065,397,37.3
22,PK in K-12 Schools,2018-19,All Students,168105,17423,150682,89.6,1007,416,41.3
22,0K,2013-14,All Students,506019,40217,465802,92.1,2976,837,28.1
22,0K,2014-15,All Students,502796,36883,465913,92.7,2922,699,23.9
22,0K,2015-16,All Students,489757,35009,454748,92.9,2899,694,23.9
22,0K,2016-17,All Students,468767,35343,433424,92.5,2795,700,25.0
22,0K,2017-18,All Students,471850,36114,435736,92.3,2791,737,26.4
22,0K,2018-19,All Students,450567,35484,415083,92.1,2670,778,29.1
22,1,2013-14,All Students,553927,35938,517989,93.5,3228,641,19.9
22,1,2014-15,All Students,529592,33396,496196,93.7,3056,589,19.3
22,1,2015-16,All Students,519594,32172,487422,93.8,3075,601,19.5
22,1,2016-17,All Students,495277,31839,463438,93.6,2950,604,20.5
22,1,2017-18,All Students,481200,33180,448020,93.1,2824,650,23.0
22,1,2018-19,All Students,477880,32018,445862,93.3,2805,633,22.6
22,2,2013-14,All Students,529056,31438,497618,94.1,3091,521,16.9
22,2,2014-15,All Students,554637,30657,523980,94.5,3191,489,15.3
22,2,2015-16,All Students,507969,27146,480823,94.7,2966,452,15.2
22,2,2016-17,All Students,505011,29401,475610,94.2,2986,523,17.5
22,2,2017-18,All Students,492639,30254,462385,93.9,2878,539,18.7
22,2,2018-19,All Students,467076,29868,437208,93.6,2745,576,21.0
22,3,2013-14,All Students,506383,26705,479678,94.7,2937,391,13.3
22,3,2014-15,All Students,519907,26284,493623,94.9,2970,394,13.3
22,3,2015-16,All Students,527326,25660,501666,95.1,3085,386,12.5
22,3,2016-17,All Students,489434,25964,463470,94.7,2868,418,14.6
22,3,2017-18,All Students,502368,29101,473267,94.2,2932,507,17.3
22,3,2018-19,All Students,483278,27758,455520,94.3,2832,484,17.1
22,4,2013-14,All Students,493640,25046,468594,94.9,2833,351,12.4
22,4,2014-15,All Students,510759,23414,487345,95.4,2911,322,11.1
22,4,2015-16,All Students,504968,22862,482106,95.5,2928,346,11.8
22,4,2016-17,All Students,517165,25209,491956,95.1,3025,388,12.8
22,4,2017-18,All Students,499426,26557,472869,94.7,2902,439,15.1
22,4,2018-19,All Students,498182,26364,471818,94.7,2889,449,15.5
22,5,2013-14,All Students,498755,24774,473981,95.0,2867,346,12.1
22,5,2014-15,All Students,488702,21816,466886,95.5,2770,292,10.5
22,5,2015-16,All Students,490705,22043,468662,95.5,2843,329,11.6
22,5,2016-17,All Students,489116,23904,465212,95.1,2849,358,12.6
22,5,2017-18,All Students,511413,26379,485034,94.8,2958,434,14.7
22,5,2018-19,All Students,496668,27403,469265,94.5,2885,496,17.2
22,6,2013-14,All Students,387900,21673,366227,94.4,2229,334,15.0
22,6,2014-15,All Students,374961,19010,355951,94.9,2135,281,13.2
22,6,2015-16,All Students,366718,18580,348138,94.9,2127,312,14.7
22,6,2016-17,All Students,368474,19247,349227,94.8,2145,300,14.0
22,6,2017-18,All Students,368015,21859,346156,94.1,2132,378,17.7
22,6,2018-19,All Students,365847,19452,346395,94.7,2113,314,14.9
22,7,2013-14,All Students,402191,22850,379341,94.3,2305,364,15.8
22,7,2014-15,All Students,387247,20006,367241,94.8,2199,319,14.5
22,7,2015-16,All Students,373452,18793,354659,95.0,2150,290,13.5
22,7,2016-17,All Students,369203,19785,349418,94.6,2156,344,16.0
22,7,2017-18,All Students,378746,22181,356565,94.1,2188,386,17.6
22,7,2018-19,All Students,368836,21284,347552,94.2,2129,398,18.7
22,8,2013-14,All Students,412779,29140,383639,92.9,2354,507,21.5
22,8,2014-15,All Students,410310,24977,385333,93.9,2317,402,17.4
22,8,2015-16,All Students,379543,22760,356783,94.0,2179,369,16.9
22,8,2016-17,All Students,375520,24681,350839,93.4,2173,426,19.6
22,8,2017-18,All Students,375490,26307,349183,93.0,2161,494,22.9
22,8,2018-19,All Students,377552,27174,350378,92.8,2171,482,22.2
22,9,2013-14,All Students,418016,42391,375625,89.9,2632,572,21.7
22,9,2014-15,All Students,402509,33100,369409,91.8,2463,421,17.1
22,9,2015-16,All Students,421916,30210,391706,92.8,2618,372,14.2
22,9,2016-17,All Students,430945,29440,401505,93.2,2718,377,13.9
22,9,2017-18,All Students,451212,30839,420373,93.2,2833,422,14.9
22,9,2018-19,All Students,469489,32927,436562,93.0,2900,452,15.6
22,10,2013-14,All Students,459289,42667,416622,90.7,2891,668,23.1
22,10,2014-15,All Students,436181,37191,398990,91.5,2675,583,21.8
22,10,2015-16,All Students,411433,36225,375208,91.2,2585,541,20.9
22,10,2016-17,All Students,431935,32797,399138,92.4,2749,511,18.6
22,10,2017-18,All Students,432309,32126,400183,92.6,2723,459,16.9
22,10,2018-19,All Students,455289,32348,422941,92.9,2822,505,17.9
22,11,2013-14,All Students,337676,21324,316352,93.7,2091,323,15.4
22,11,2014-15,All Students,380559,19611,360948,94.8,2315,313,13.5
22,11,2015-16,All Students,352725,23258,329467,93.4,2188,337,15.4
22,11,2016-17,All Students,347896,20967,326929,94.0,2177,317,14.6
22,11,2017-18,All Students,382894,22345,360549,94.2,2377,345,14.5
22,11,2018-19,All Students,382889,23282,359607,93.9,2340,373,15.9
22,12,2013-14,All Students,396269,42832,353437,89.2,2495,688,27.6
22,12,2014-15,All Students,358047,32947,325100,90.8,2217,596,26.9
22,12,2015-16,All Students,380103,37216,342887,90.2,2407,660,27.4
22,12,2016-17,All Students,351154,36185,314969,89.7,2231,666,29.9
22,12,2017-18,All Students,354782,35481,319301,90.0,2226,620,27.9
22,12,2018-19,All Students,390033,38939,351094,90.0,2415,728,30.1
23,All Grades,2013-14,All Students,1816284,234359,1581925,87.1,11178,5123,45.8
23,All Grades,2014-15,All Students,1772892,225137,1547755,87.3,10823,4778,44.1
23,All Grades,2015-16,All Students,1646981,195212,1451769,88.1,10242,4361,42.6
23,All Grades,2016-17,All Students,1582361,195917,1386444,87.6,9946,4299,43.2
23,All Grades,2017-18,All Students,1568480,206900,1361580,86.8,9728,4535,46.6
23,All Grades,2018-19,All Students,1534152,195342,1338810,87.3,9537,4386,46.0
23,PK in K-12 Schools,2013-14,All Students,78440,12088,66352,84.6,498,328,65.9
23,PK in K-12 Schools,2014-15,All Students,75139,11580,63559,84.6,468,291,62.2
23,PK in K-12 Schools,2015-16,All Students,70231,8707,61524,87.6,444,236,53.2
23,PK in K-12 Schools,2016-17,All Students,67513,9415,58098,86.1,436,248,56.9
23,PK in K-12 Schools,2017-18,All Students,95752,16180,79572,83.1,624,400,64.1
23,PK in K-12 Schools,2018-19,All Students,151111,24346,126765,83.9,982,616,62.7
23,0K,2013-14,All Students,141848,20763,121085,85.4,894,533,59.6
23,0K,2014-15,All Students,143409,18951,124458,86.8,896,464,51.8
23,0K,2015-16,All Students,130129,17207,112922,86.8,837,464,55.4
23,0K,2016-17,All Students,117467,14307,103160,87.8,763,392,51.4
23,0K,2017-18,All Students,112213,15122,97091,86.5,702,386,55.0
23,0K,2018-19,All Students,107377,15055,92322,86.0,679,371,54.6
23,1,2013-14,All Students,156523,19850,136673,87.3,964,515,53.4
23,1,2014-15,All Students,147107,17838,129269,87.9,911,437,48.0
23,1,2015-16,All Students,144364,16219,128145,88.8,895,392,43.8
23,1,2016-17,All Students,134281,15685,118596,88.3,850,408,48.0
23,1,2017-18,All Students,122205,14639,107566,88.0,757,371,49.0
23,1,2018-19,All Students,113219,13855,99364,87.8,710,350,49.3
23,2,2013-14,All Students,141493,17309,124184,87.8,869,418,48.1
23,2,2014-15,All Students,153277,17419,135858,88.6,939,430,45.8
23,2,2015-16,All Students,141212,14884,126328,89.5,869,361,41.5
23,2,2016-17,All Students,139477,14679,124798,89.5,860,351,40.8
23,2,2017-18,All Students,127672,14401,113271,88.7,784,346,44.1
23,2,2018-19,All Students,118547,13171,105376,88.9,732,317,43.3
23,3,2013-14,All Students,142208,13947,128261,90.2,864,340,39.4
23,3,2014-15,All Students,138268,14282,123986,89.7,833,325,39.0
23,3,2015-16,All Students,134004,12806,121198,90.4,819,320,39.1
23,3,2016-17,All Students,131610,12516,119094,90.5,813,314,38.6
23,3,2017-18,All Students,135667,14921,120746,89.0,829,364,43.9
23,3,2018-19,All Students,125975,13404,112571,89.4,769,320,41.6
23,4,2013-14,All Students,152209,14108,138101,90.7,904,317,35.1
23,4,2014-15,All Students,140860,12138,128722,91.4,828,274,33.1
23,4,2015-16,All Students,134183,11753,122430,91.2,800,282,35.3
23,4,2016-17,All Students,132532,12522,120010,90.6,817,305,37.3
23,4,2017-18,All Students,128686,12408,116278,90.4,783,308,39.3
23,4,2018-19,All Students,128260,12646,115614,90.1,782,299,38.2
23,5,2013-14,All Students,125107,11219,113888,91.0,747,261,34.9
23,5,2014-15,All Students,138796,11951,126845,91.4,817,260,31.8
23,5,2015-16,All Students,120299,10550,109749,91.2,723,247,34.2
23,5,2016-17,All Students,120333,11735,108598,90.2,734,274,37.3
23,5,2017-18,All Students,123012,12131,110881,90.1,736,287,39.0
23,5,2018-19,All Students,115542,10562,104980,90.9,698,255,36.5
23,6,2013-14,All Students,183866,16676,167190,90.9,1089,370,34.0
23,6,2014-15,All Students,160512,14462,146050,91.0,934,318,34.0
23,6,2015-16,All Students,165853,14526,151327,91.2,986,314,31.8
23,6,2016-17,All Students,158410,14009,144401,91.2,953,301,31.6
23,6,2017-18,All Students,154078,15572,138506,89.9,909,343,37.7
23,6,2018-19,All Students,149643,14103,135540,90.6,886,327,36.9
23,7,2013-14,All Students,181791,17477,164314,90.4,1075,369,34.3
23,7,2014-15,All Students,180508,16426,164082,90.9,1041,322,30.9
23,7,2015-16,All Students,153695,13526,140169,91.2,911,284,31.2
23,7,2016-17,All Students,158372,14093,144279,91.1,949,301,31.7
23,7,2017-18,All Students,155536,14983,140553,90.4,918,322,35.1
23,7,2018-19,All Students,152689,15481,137208,89.9,899,324,36.0
23,8,2013-14,All Students,212700,23378,189322,89.0,1234,452,36.6
23,8,2014-15,All Students,184378,19836,164542,89.2,1065,387,36.3
23,8,2015-16,All Students,171825,15562,156263,90.9,1012,316,31.2
23,8,2016-17,All Students,150432,15309,135123,89.8,899,295,32.8
23,8,2017-18,All Students,156305,14655,141650,90.6,921,313,34.0
23,8,2018-19,All Students,150622,16071,134551,89.3,891,343,38.5
23,9,2013-14,All Students,72453,16619,55834,77.1,492,266,54.1
23,9,2014-15,All Students,71684,17662,54022,75.4,497,290,58.4
23,9,2015-16,All Students,54696,11060,43636,79.8,394,207,52.5
23,9,2016-17,All Students,56714,13763,42951,75.7,384,208,54.2
23,9,2017-18,All Students,50317,12092,38225,76.0,343,191,55.7
23,9,2018-19,All Students,52443,11065,41378,78.9,367,188,51.2
23,10,2013-14,All Students,81520,19499,62021,76.1,559,347,62.1
23,10,2014-15,All Students,74084,16432,57652,77.8,508,294,57.9
23,10,2015-16,All Students,66968,14592,52376,78.2,468,278,59.4
23,10,2016-17,All Students,67437,14614,52823,78.3,466,273,58.6
23,10,2017-18,All Students,66333,17706,48627,73.3,463,292,63.1
23,10,2018-19,All Students,50620,10878,39742,78.5,360,199,55.3
23,11,2013-14,All Students,69584,13250,56334,81.0,460,259,56.3
23,11,2014-15,All Students,75214,15084,60130,79.9,485,279,57.5
23,11,2015-16,All Students,69500,13559,55941,80.5,467,261,55.9
23,11,2016-17,All Students,66333,14179,52154,78.6,452,256,56.6
23,11,2017-18,All Students,57969,11201,46768,80.7,400,214,53.5
23,11,2018-19,All Students,53940,10547,43393,80.4,355,203,57.2
23,12,2013-14,All Students,76542,18176,58366,76.3,529,348,65.8
23,12,2014-15,All Students,89656,21076,68580,76.5,601,407,67.7
23,12,2015-16,All Students,90022,20261,69761,77.5,617,399,64.7
23,12,2016-17,All Students,81450,19091,62359,76.6,570,373,65.4
23,12,2017-18,All Students,82735,20889,61846,74.8,559,398,71.2
23,12,2018-19,All Students,64164,14158,50006,77.9,427,274,64.2
24,All Grades,2013-14,All Students,9832128,638619,9193509,93.5,57732,10146,17.6
24,All Grades,2014-15,All Students,10090706,596355,9494351,94.1,58452,9312,15.9
24,All Grades,2015-16,All Students,9976465,576696,9399769,94.2,58962,9231,15.7
24,All Grades,2016-17,All Students,9912811,585377,9327434,94.1,59259,9434,15.9
24,All Grades,2017-18,All Students,9944750,614810,9329940,93.8,58889,10293,17.5
24,All Grades,2018-19,All Students,9798660,594702,9203958,93.9,57945,10078,17.4
24,PK in K-12 Schools,2013-14,All Students,56043,6232,49811,88.9,344,143,41.6
24,PK in K-12 Schools,2014-15,All Students,76926,7203,69723,90.6,462,176,38.1
24,PK in K-12 Schools,2015-16,All Students,115031,10813,104218,90.6,679,242,35.6
24,PK in K-12 Schools,2016-17,All Students,126623,11240,115383,91.1,769,270,35.1
24,PK in K-12 Schools,2017-18,All Students,130105,13076,117029,89.9,785,302,38.5
24,PK in K-12 Schools,2018-19,All Students,154210,15462,138748,90.0,930,360,38.7
24,0K,2013-14,All Students,938582,63760,874822,93.2,5452,1186,21.8
24,0K,2014-15,All Students,937012,58452,878560,93.8,5369,1030,19.2
24,0K,2015-16,All Students,906854,56412,850442,93.8,5298,1034,19.5
24,0K,2016-17,All Students,860453,56185,804268,93.5,5106,1047,20.5
24,0K,2017-18,All Students,848630,59011,789619,93.0,4943,1146,23.2
24,0K,2018-19,All Students,801096,54815,746281,93.2,4701,1080,23.0
24,1,2013-14,All Students,955633,51227,904406,94.6,5507,792,14.4
24,1,2014-15,All Students,963817,47518,916299,95.1,5503,723,13.1
24,1,2015-16,All Students,928615,47398,881217,94.9,5421,748,13.8
24,1,2016-17,All Students,896573,47795,848778,94.7,5297,777,14.7
24,1,2017-18,All Students,862591,49566,813025,94.3,5015,871,17.4
24,1,2018-19,All Students,821197,46907,774290,94.3,4798,805,16.8
24,2,2013-14,All Students,900234,44041,856193,95.1,5165,602,11.7
24,2,2014-15,All Students,937701,41644,896057,95.6,5310,554,10.4
24,2,2015-16,All Students,924212,41496,882716,95.5,5377,593,11.0
24,2,2016-17,All Students,885422,42236,843186,95.2,5201,621,11.9
24,2,2017-18,All Students,870357,46084,824273,94.7,5045,762,15.1
24,2,2018-19,All Students,836260,44454,791806,94.7,4857,746,15.4
24,3,2013-14,All Students,894311,39720,854591,95.6,5140,539,10.5
24,3,2014-15,All Students,904342,38405,865937,95.8,5126,523,10.2
24,3,2015-16,All Students,912314,36853,875461,96.0,5287,482,9.1
24,3,2016-17,All Students,907355,41122,866233,95.5,5317,595,11.2
24,3,2017-18,All Students,882987,42367,840620,95.2,5123,652,12.7
24,3,2018-19,All Students,854886,40970,813916,95.2,4941,626,12.7
24,4,2013-14,All Students,862063,37373,824690,95.7,4931,493,10.0
24,4,2014-15,All Students,893839,35632,858207,96.0,5059,468,9.3
24,4,2015-16,All Students,880745,36386,844359,95.9,5117,512,10.0
24,4,2016-17,All Students,892509,37026,855483,95.9,5218,466,8.9
24,4,2017-18,All Students,903169,41654,861515,95.4,5228,639,12.2
24,4,2018-19,All Students,872152,38700,833452,95.6,5054,579,11.5
24,5,2013-14,All Students,810971,35691,775280,95.6,4636,481,10.4
24,5,2014-15,All Students,845086,32491,812595,96.2,4760,424,8.9
24,5,2015-16,All Students,848155,32620,815535,96.2,4889,422,8.6
24,5,2016-17,All Students,846050,36195,809855,95.7,4919,501,10.2
24,5,2017-18,All Students,846677,37826,808851,95.5,4906,557,11.4
24,5,2018-19,All Students,859111,38578,820533,95.5,4965,580,11.7
24,6,2013-14,All Students,713532,33209,680323,95.3,4092,461,11.3
24,6,2014-15,All Students,748646,30934,717712,95.9,4227,431,10.2
24,6,2015-16,All Students,750392,29238,721154,96.1,4343,427,9.8
24,6,2016-17,All Students,767610,33276,734334,95.7,4500,486,10.8
24,6,2017-18,All Students,768436,35869,732567,95.3,4467,566,12.7
24,6,2018-19,All Students,752728,34763,717965,95.4,4355,551,12.7
24,7,2013-14,All Students,767886,38636,729250,95.0,4392,618,14.1
24,7,2014-15,All Students,760070,32832,727238,95.7,4298,478,11.1
24,7,2015-16,All Students,751944,32260,719684,95.7,4317,484,11.2
